return_id,inspection_date,inspector_id,physical_damage,functional_test,missing_accessories,packaging_damage,water_damage,battery_health,compatibility_verified,fault_confirmed,inspection_notes,inspection_outcome
RET-106019,2025-10-30,INSP-12,False,PASSED,True,False,False,89,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-106020,2025-01-18,INSP-18,False,PASSED,False,False,False,93,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-106021,2025-11-18,INSP-15,False,PASSED,False,False,False,86,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106022,2025-09-16,INSP-19,False,PASSED,False,False,False,91,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-106023,2025-07-17,INSP-18,False,FAILED,False,False,False,88,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106024,2025-02-04,INSP-18,False,FAILED,False,False,False,89,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106025,2025-05-05,INSP-16,False,PASSED,False,False,False,86,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-106026,2025-06-02,INSP-14,False,PASSED,False,False,False,94,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106027,2025-11-04,INSP-12,False,PASSED,False,False,False,95,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106028,2025-03-04,INSP-20,False,FAILED,False,False,False,98,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106029,2025-07-15,INSP-15,False,PASSED,False,False,False,86,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-106030,2025-10-02,INSP-17,False,PASSED,False,False,False,93,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106031,2026-01-03,INSP-16,False,FAILED,False,False,False,90,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106032,2025-06-22,INSP-16,False,PASSED,False,False,False,97,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106033,2025-09-20,INSP-17,False,FAILED,False,False,False,97,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106034,2025-05-18,INSP-18,False,FAILED,False,False,False,87,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106035,2025-12-30,INSP-15,False,FAILED,False,False,False,95,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106036,2025-05-08,INSP-17,False,FAILED,False,False,False,93,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106037,2025-02-11,INSP-17,False,PASSED,False,False,False,100,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106038,2025-01-21,INSP-18,False,PASSED,False,False,False,86,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-106039,2025-04-09,INSP-15,False,PASSED,False,False,False,85,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106040,2025-09-14,INSP-16,False,FAILED,False,False,False,87,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106041,2025-12-20,INSP-19,False,PASSED,False,False,False,96,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106042,2025-01-29,INSP-18,False,PASSED,True,False,False,92,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-106043,2025-11-20,INSP-13,False,FAILED,False,False,False,98,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106044,2025-10-02,INSP-13,False,FAILED,False,False,False,91,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106045,2025-10-22,INSP-19,False,PASSED,False,False,False,90,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106046,2025-12-01,INSP-13,True,PASSED,False,True,False,90,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-106047,2025-12-30,INSP-20,True,PASSED,False,True,False,87,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-106048,2025-05-14,INSP-17,False,PASSED,False,False,False,98,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106049,2025-11-25,INSP-19,False,FAILED,False,False,False,97,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106050,2025-11-16,INSP-13,False,PASSED,False,False,False,94,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106051,2025-01-28,INSP-16,True,PASSED,False,False,False,86,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage
RET-106052,2025-11-27,INSP-20,False,FAILED,False,False,False,94,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106053,2025-04-05,INSP-13,False,FAILED,False,False,False,98,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106054,2025-06-28,INSP-16,False,PASSED,False,False,False,87,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106055,2025-02-03,INSP-17,False,PASSED,False,False,False,93,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106056,2025-06-07,INSP-13,False,PASSED,False,True,False,89,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-106057,2025-01-24,INSP-18,False,PASSED,False,False,False,89,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106058,2025-09-16,INSP-11,False,PASSED,False,False,False,85,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106059,2025-01-19,INSP-16,False,PASSED,False,True,False,87,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-106060,2025-03-06,INSP-19,False,PASSED,False,False,False,98,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106061,2025-06-02,INSP-12,False,PASSED,False,False,False,88,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106062,2025-10-15,INSP-17,True,PASSED,False,True,False,93,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-106063,2025-02-21,INSP-12,False,PASSED,False,False,False,94,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106064,2025-07-24,INSP-12,False,FAILED,False,False,False,90,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106065,2025-02-09,INSP-11,False,FAILED,False,False,False,87,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106066,2025-05-20,INSP-14,False,PASSED,False,False,False,95,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106067,2025-07-20,INSP-13,False,PASSED,False,False,False,89,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106068,2025-05-09,INSP-14,False,PASSED,False,False,False,89,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106069,2025-11-03,INSP-15,False,PASSED,False,False,False,97,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106070,2025-04-20,INSP-14,False,FAILED,False,False,False,86,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106071,2025-07-24,INSP-13,False,PASSED,False,False,False,87,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106072,2025-04-05,INSP-17,False,FAILED,False,False,False,85,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106073,2025-09-23,INSP-19,True,PASSED,False,True,False,98,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-106074,2025-02-11,INSP-20,False,PASSED,False,False,False,100,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106075,2025-05-31,INSP-16,False,PASSED,True,False,False,94,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-106076,2025-05-15,INSP-20,False,PASSED,False,False,False,100,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-106077,2025-06-22,INSP-11,False,PASSED,False,False,False,88,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106078,2025-01-31,INSP-19,False,PASSED,False,False,False,94,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106079,2025-12-26,INSP-12,False,FAILED,False,False,False,100,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106080,2025-12-02,INSP-17,False,PASSED,False,False,False,100,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106081,2025-06-13,INSP-16,False,PASSED,False,False,False,96,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106082,2025-01-09,INSP-13,False,PASSED,False,True,False,85,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-106083,2025-01-31,INSP-12,False,FAILED,False,False,False,95,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106084,2025-04-04,INSP-20,False,FAILED,False,False,False,100,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106085,2025-06-12,INSP-13,True,PASSED,False,True,False,91,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-106086,2025-05-16,INSP-11,False,PASSED,False,False,False,97,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106087,2025-02-17,INSP-19,True,PASSED,False,False,False,94,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage
RET-106088,2025-05-28,INSP-16,False,PASSED,True,False,False,96,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-106089,2025-03-21,INSP-13,False,PASSED,False,False,False,96,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106090,2025-03-17,INSP-13,True,PASSED,False,True,False,99,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-106091,2025-08-19,INSP-13,False,FAILED,False,False,False,94,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106092,2025-04-05,INSP-17,False,PASSED,False,False,False,86,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106093,2025-07-14,INSP-17,False,PASSED,False,False,False,98,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106094,2025-01-27,INSP-20,False,PASSED,False,False,False,85,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106095,2025-10-22,INSP-14,False,PASSED,False,False,False,87,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-106096,2025-09-02,INSP-11,False,PASSED,False,True,False,86,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106097,2025-12-13,INSP-11,False,PASSED,False,False,False,96,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106098,2025-03-05,INSP-19,False,PASSED,False,True,False,85,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106099,2025-07-05,INSP-15,False,FAILED,False,False,False,85,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106100,2025-07-06,INSP-16,False,PASSED,False,False,False,98,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-106101,2025-07-04,INSP-18,False,PASSED,False,True,False,94,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106102,2025-03-03,INSP-16,False,PASSED,False,False,False,87,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106103,2025-09-29,INSP-11,False,FAILED,False,False,False,86,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106104,2025-01-21,INSP-15,False,PASSED,False,False,False,98,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106105,2025-06-07,INSP-11,False,FAILED,False,False,False,85,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106106,2025-06-08,INSP-11,False,PASSED,False,False,False,98,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106107,2025-09-30,INSP-16,False,PASSED,False,False,False,88,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106108,2025-01-28,INSP-17,False,PASSED,False,False,False,90,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106109,2025-03-22,INSP-19,False,FAILED,False,False,False,20,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106110,2025-08-21,INSP-17,False,PASSED,False,False,False,100,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106111,2026-01-01,INSP-19,False,PASSED,True,False,False,95,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-106112,2025-03-18,INSP-18,False,FAILED,False,False,False,85,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106113,2025-11-17,INSP-12,False,PASSED,False,False,False,99,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106114,2025-05-25,INSP-18,False,PASSED,False,False,False,86,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106115,2025-01-16,INSP-13,False,PASSED,True,False,False,100,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-106116,2025-04-17,INSP-16,True,PASSED,False,True,False,100,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-106117,2025-11-02,INSP-12,False,PASSED,False,False,False,100,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106118,2025-05-28,INSP-19,False,FAILED,False,False,False,99,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106119,2025-05-23,INSP-12,False,PASSED,False,False,False,90,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106120,2025-08-06,INSP-17,False,FAILED,False,False,False,96,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106121,2025-01-14,INSP-17,True,PASSED,False,False,False,97,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage
RET-106122,2025-11-10,INSP-19,False,PASSED,False,False,False,95,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106123,2025-07-26,INSP-13,False,FAILED,False,False,False,85,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106124,2025-11-20,INSP-12,False,PASSED,False,False,False,94,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106125,2025-10-26,INSP-19,True,PASSED,False,True,False,85,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-106126,2025-08-03,INSP-14,False,PASSED,True,False,False,95,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-106127,2025-07-09,INSP-17,False,PASSED,False,False,False,86,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106128,2025-03-21,INSP-16,False,FAILED,False,False,False,86,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106129,2025-10-22,INSP-15,False,PASSED,False,False,False,98,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106130,2025-01-26,INSP-14,False,PASSED,False,False,False,96,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106131,2025-08-20,INSP-11,False,PASSED,False,False,False,91,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106132,2025-08-07,INSP-18,False,PASSED,False,False,False,99,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-106133,2025-11-21,INSP-19,False,PASSED,False,False,False,86,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106134,2025-07-12,INSP-13,False,FAILED,False,False,False,22,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106135,2025-05-22,INSP-13,False,PASSED,False,False,False,97,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-106136,2025-03-13,INSP-16,True,PASSED,False,False,False,98,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage
RET-106137,2025-10-07,INSP-14,False,FAILED,False,False,False,97,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106138,2025-10-22,INSP-11,False,FAILED,False,False,False,85,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106139,2025-06-07,INSP-16,True,PASSED,False,False,False,87,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage
RET-106140,2025-11-13,INSP-18,False,PASSED,False,False,False,95,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106141,2025-03-21,INSP-15,False,PASSED,True,False,False,98,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-106142,2025-12-12,INSP-16,False,PASSED,False,False,False,100,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106143,2025-03-02,INSP-17,False,PASSED,False,False,False,88,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-106144,2025-02-27,INSP-14,False,FAILED,False,False,False,87,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106145,2025-03-01,INSP-19,False,PASSED,False,True,False,98,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106146,2025-05-04,INSP-11,False,PASSED,False,False,False,90,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106147,2025-07-27,INSP-20,False,FAILED,False,False,False,87,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106148,2025-11-13,INSP-12,False,FAILED,False,False,False,96,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106149,2025-08-20,INSP-11,True,PASSED,False,False,False,96,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage
RET-106150,2025-03-22,INSP-16,False,PASSED,True,False,False,88,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-106151,2025-08-11,INSP-19,False,PASSED,False,False,False,96,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106152,2025-09-29,INSP-14,False,PASSED,False,False,False,85,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106153,2025-07-20,INSP-20,False,FAILED,False,False,False,94,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106154,2025-12-04,INSP-19,False,PASSED,False,True,False,100,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106155,2025-04-03,INSP-15,True,PASSED,False,False,False,93,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage
RET-106156,2025-08-27,INSP-12,False,PASSED,False,False,False,87,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106157,2025-04-20,INSP-15,False,PASSED,False,True,False,91,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-106158,2025-09-30,INSP-20,False,PASSED,False,False,False,85,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106159,2025-06-27,INSP-14,False,PASSED,False,False,False,98,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106160,2025-02-06,INSP-18,False,PASSED,False,True,False,96,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106161,2025-02-03,INSP-16,False,PASSED,True,False,False,93,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-106162,2025-10-02,INSP-13,False,PASSED,False,False,False,87,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-106163,2025-12-27,INSP-15,True,PASSED,False,True,False,92,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-106164,2025-05-17,INSP-12,False,PASSED,False,False,False,92,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106165,2025-07-18,INSP-11,False,PASSED,False,False,False,98,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106166,2025-12-26,INSP-13,False,PASSED,True,False,False,97,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-106167,2025-01-11,INSP-18,False,FAILED,False,False,False,95,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106168,2025-06-09,INSP-11,False,PASSED,False,False,False,86,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106169,2025-04-26,INSP-20,False,PASSED,False,False,False,87,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106170,2025-07-21,INSP-20,False,FAILED,False,False,False,93,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106171,2025-01-24,INSP-12,False,PASSED,False,False,False,99,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106172,2025-02-16,INSP-17,True,PASSED,False,True,False,100,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-106173,2025-01-05,INSP-18,True,PASSED,False,True,False,89,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-106174,2025-06-24,INSP-19,False,FAILED,False,False,False,93,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106175,2025-12-08,INSP-14,False,PASSED,False,False,False,88,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106176,2025-04-24,INSP-19,False,FAILED,False,False,False,90,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106177,2025-12-12,INSP-16,False,FAILED,False,False,False,89,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106178,2025-12-02,INSP-18,True,PASSED,False,False,True,95,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage
RET-106179,2025-04-02,INSP-15,False,PASSED,False,False,False,98,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106180,2025-05-31,INSP-15,False,PASSED,False,False,False,96,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-106181,2025-12-21,INSP-15,True,PASSED,False,False,True,96,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage
RET-106182,2025-05-07,INSP-18,False,PASSED,False,False,False,88,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106183,2025-11-27,INSP-11,False,PASSED,False,False,False,100,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106184,2025-05-03,INSP-12,False,PASSED,False,False,False,89,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106185,2025-12-07,INSP-14,False,PASSED,False,False,False,92,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106186,2025-09-29,INSP-16,False,PASSED,False,False,False,88,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-106187,2025-10-30,INSP-14,False,PASSED,False,True,False,93,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106188,2025-09-01,INSP-13,True,PASSED,False,True,False,99,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-106189,2025-08-16,INSP-14,False,PASSED,False,False,False,86,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-106190,2025-12-30,INSP-17,False,PASSED,False,False,False,95,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106191,2025-02-27,INSP-18,False,FAILED,False,False,False,95,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106192,2025-06-15,INSP-12,False,FAILED,False,False,False,100,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106193,2025-05-21,INSP-11,False,FAILED,False,False,False,91,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106194,2025-04-14,INSP-13,True,PASSED,False,True,False,86,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-106195,2025-03-31,INSP-20,False,FAILED,False,False,False,98,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106196,2025-03-21,INSP-14,False,PASSED,False,False,False,95,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106197,2025-10-31,INSP-15,False,PASSED,True,False,False,86,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-106198,2025-06-21,INSP-11,False,PASSED,False,False,False,85,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106199,2025-12-14,INSP-16,False,PASSED,True,False,False,87,True,True,Inspection completed. Outcome: Missing Accessory,Missing Accessory
RET-106200,2025-12-22,INSP-15,False,FAILED,False,False,False,90,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106201,2025-08-23,INSP-14,False,FAILED,False,False,False,98,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106202,2025-06-04,INSP-18,False,PASSED,False,False,False,96,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106203,2025-04-01,INSP-15,False,PASSED,False,False,False,93,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106204,2025-03-04,INSP-12,False,PASSED,False,False,False,86,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106205,2025-04-28,INSP-13,False,PASSED,False,False,False,99,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106206,2025-12-14,INSP-12,True,PASSED,False,True,False,92,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-106207,2025-02-11,INSP-12,False,PASSED,False,True,False,90,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106208,2025-03-18,INSP-16,False,PASSED,False,False,False,92,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106209,2025-06-18,INSP-12,False,FAILED,False,False,False,85,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106210,2025-06-04,INSP-17,False,PASSED,False,False,False,95,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106211,2025-08-09,INSP-14,False,FAILED,False,False,False,98,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106212,2025-01-15,INSP-12,False,PASSED,False,False,False,98,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-106213,2025-08-24,INSP-13,True,PASSED,False,True,False,92,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-106214,2025-04-15,INSP-11,False,FAILED,False,False,False,89,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106215,2025-10-19,INSP-17,False,PASSED,False,False,False,92,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106216,2025-03-07,INSP-18,True,PASSED,False,False,False,89,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage
RET-106217,2025-09-18,INSP-19,False,FAILED,False,False,False,90,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106218,2025-08-30,INSP-13,False,PASSED,False,False,False,92,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce
RET-106219,2025-10-01,INSP-20,False,FAILED,False,False,False,89,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106220,2025-06-19,INSP-18,False,FAILED,False,False,False,97,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect
RET-106221,2025-08-17,INSP-15,True,PASSED,False,True,False,93,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-106222,2025-12-19,INSP-13,False,PASSED,False,False,False,92,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue
RET-106223,2025-11-07,INSP-11,True,PASSED,False,True,False,96,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage
RET-106224,2025-11-12,INSP-16,False,PASSED,False,False,False,90,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106225,2025-06-14,INSP-15,True,PASSED,False,False,True,95,True,True,Inspection completed. Outcome: Customer Damage,Customer Damage
RET-106226,2025-06-13,INSP-17,False,PASSED,False,True,False,100,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
RET-106227,2025-12-08,INSP-14,False,PASSED,False,False,False,99,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found
