return_id,order_id,customer_id,sku,return_date,purchase_date,return_text,customer_selected_reason,return_type,refund_amount,quantity,store_channel,return_channel,warranty_claim,days_since_purchase,return_status,ground_truth_reason,root_cause_group,preventable,preventable_owner,severity,ground_truth_priority
RET-106804,ORD-505446,CUST-132748,SKU-CHA-1140,2025-08-28,2025-08-05,router does not support mesh network,COMPATIBILITY_ISSUE,STANDARD_RETURN,971.56,1,RETAIL_STORE,LOCKER,False,23,PROCESSED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-106805,ORD-507061,CUST-104012,SKU-TAB-1008,2025-08-07,2025-07-11,returned because changed mind works fine,NO_FAULT_FOUND,STANDARD_RETURN,647.96,1,RETAIL_STORE,LOCKER,False,27,PENDING_INSPECTION,NO_FAULT_FOUND,OPERATIONS,UNCERTAIN,Customer,LOW,P4
RET-106806,ORD-502477,CUST-98212,SKU-SMA-1091,2025-06-11,2025-06-06,not satisfied,OTHER,WARRANTY,697.85,1,RETAIL_STORE,MAIL,True,5,REJECTED,OTHER,UNKNOWN,YES,Customer,LOW,P4
RET-106807,ORD-518335,CUST-101373,SKU-TAB-1083,2025-09-03,2025-08-12,router does not support mesh network,COMPATIBILITY_ISSUE,WARRANTY,934.2,1,RETAIL_STORE,LOCKER,True,22,REJECTED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-106808,ORD-512469,CUST-107532,SKU-CHA-1035,2025-05-18,2025-05-09,packaging torn open,PACKAGING_ISSUE,STANDARD_RETURN,328.39,1,RETAIL_STORE,MAIL,False,9,PENDING_INSPECTION,PACKAGING_ISSUE,LOGISTICS,YES,Warehouse,LOW,P4
RET-106809,ORD-579082,CUST-131150,SKU-HEA-1033,2025-07-02,2025-06-06,keyboard won't pair with mac os,COMPATIBILITY_ISSUE,STANDARD_RETURN,652.1,1,RETAIL_STORE,IN_STORE_DROP,False,26,PROCESSED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-106810,ORD-562724,CUST-133977,SKU-MIC-1086,2025-07-11,2025-06-17,wrong size cable,NO_FAULT_FOUND,STANDARD_RETURN,289.3,1,RETAIL_STORE,IN_STORE_DROP,False,24,REJECTED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-106811,ORD-528491,CUST-120958,SKU-TAB-1113,2025-09-14,2025-09-10,charging port loose after half year,OTHER,WARRANTY,24.6,1,ONLINE,IN_STORE_DROP,True,4,APPROVED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P4
RET-106812,ORD-512205,CUST-118917,SKU-SMA-1064,2025-05-09,2025-05-04,product overheating during charging,PRODUCT_DEFECT,WARRANTY,689.46,2,MARKETPLACE,MAIL,True,5,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-106813,ORD-573405,CUST-105420,SKU-HEA-1093,2025-05-07,2025-05-05,colour received is red not blue as listed,LISTING_MISMATCH,STANDARD_RETURN,713.08,2,RETAIL_STORE,MAIL,False,2,APPROVED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-106814,ORD-516092,CUST-103536,SKU-ROU-1044,2025-12-15,2025-11-30,headphones won't connect to my laptop,COMPATIBILITY_ISSUE,STANDARD_RETURN,775.16,1,MARKETPLACE,IN_STORE_DROP,False,15,PROCESSED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-106815,ORD-574375,CUST-91069,SKU-SPE-1072,2025-09-14,2025-09-08,colour received is red not blue as listed,LISTING_MISMATCH,STANDARD_RETURN,396.93,1,MARKETPLACE,MAIL,False,6,PENDING_INSPECTION,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-106816,ORD-573478,CUST-114012,SKU-CAM-1039,2025-01-02,2024-12-18,returned because changed mind works fine,NO_FAULT_FOUND,STANDARD_RETURN,524.3,1,RETAIL_STORE,IN_STORE_DROP,False,15,PROCESSED,NO_FAULT_FOUND,OPERATIONS,UNCERTAIN,Customer,LOW,P4
RET-106817,ORD-559287,CUST-119203,SKU-POW-1081,2025-06-30,2025-06-24,product overheating during charging,PRODUCT_DEFECT,WARRANTY,150.19,1,ONLINE,MAIL,True,6,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-106818,ORD-577885,CUST-102951,SKU-CAB-1088,2025-02-12,2025-01-31,wrong size cable,COMPATIBILITY_ISSUE,STANDARD_RETURN,720.13,1,ONLINE,IN_STORE_DROP,False,12,PROCESSED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-106819,ORD-555068,CUST-126994,SKU-ROU-1134,2025-08-12,2025-07-17,product does not match description,LISTING_MISMATCH,STANDARD_RETURN,265.06,2,MARKETPLACE,IN_STORE_DROP,False,26,PENDING_INSPECTION,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-106820,ORD-503716,CUST-120957,SKU-TAB-1023,2025-01-22,2025-01-20,confusing s3tup st3ps d3vic3 won't p4ir,OTHER,STANDARD_RETURN,434.84,1,RETAIL_STORE,IN_STORE_DROP,False,2,APPROVED,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3
RET-106821,ORD-511661,CUST-105643,SKU-CHA-1095,2025-02-17,2025-02-11,l3ft 34rbud stopp3d working,PRODUCT_DEFECT,STANDARD_RETURN,756.11,1,ONLINE,LOCKER,False,6,PROCESSED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-106822,ORD-520924,CUST-130415,SKU-SMA-1049,2025-10-03,2025-09-14,just return it,OTHER,STANDARD_RETURN,744.39,1,MARKETPLACE,LOCKER,False,19,PENDING_INSPECTION,OTHER,UNKNOWN,YES,Customer,LOW,P4
RET-106823,ORD-505070,CUST-118108,SKU-SMA-1016,2025-05-25,2025-05-11,battery draining very fast,PRODUCT_DEFECT,STANDARD_RETURN,458.09,1,RETAIL_STORE,IN_STORE_DROP,False,14,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P1
RET-106824,ORD-558246,CUST-113827,SKU-MIC-1041,2025-01-01,2025-01-20,received wrong model version,LISTING_MISMATCH,WARRANTY,2079.12,2,MARKETPLACE,IN_STORE_DROP,True,15,APPROVED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-106825,ORD-576569,CUST-106300,SKU-GAM-1090,2025-08-19,2025-07-26,spilled coffee on keyboard,CUSTOMER_DAMAGE,STANDARD_RETURN,45.65,1,MARKETPLACE,MAIL,False,24,PENDING_INSPECTION,CUSTOMER_DAMAGE,CUSTOMER,NO,Customer,LOW,P4
RET-106826,ORD-573070,CUST-120712,SKU-CAB-1088,2025-06-18,2025-06-07,keyboard won't pair with mac os,SHIPPING_DAMAGE,STANDARD_RETURN,720.13,1,ONLINE,LOCKER,False,11,APPROVED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-106827,ORD-568545,CUST-98815,SKU-CAM-1009,2025-06-29,2025-06-26,displ4y lin3s 4pp34r3d 4ft3r 5 months,WARRANTY_FAILURE,WARRANTY,286.42,1,RETAIL_STORE,IN_STORE_DROP,True,3,REJECTED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P4
RET-106828,ORD-532497,CUST-126886,SKU-KEY-1100,2025-12-29,2025-12-15,expected usb c but received micro usb,MISSING_ACCESSORY,STANDARD_RETURN,1040.33,1,ONLINE,LOCKER,False,14,PENDING_INSPECTION,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-106829,ORD-571819,CUST-138040,SKU-CAM-1054,2025-09-05,2025-08-18,keyboard won't pair with mac os,COMPATIBILITY_ISSUE,STANDARD_RETURN,1102.2,1,ONLINE,LOCKER,False,18,PENDING_INSPECTION,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-106830,ORD-536311,CUST-135516,SKU-KEY-1115,2025-11-27,2025-11-11,realized i don't need this item,CUSTOMER_ORDER_ERROR,STANDARD_RETURN,381.09,1,RETAIL_STORE,LOCKER,False,16,PROCESSED,CUSTOMER_ORDER_ERROR,CUSTOMER,NO,Customer,LOW,P4
RET-106831,ORD-520600,CUST-139511,SKU-LAP-1002,2025-11-25,2025-10-29,product overheating during charging,PRODUCT_DEFECT,STANDARD_RETURN,52.66,1,RETAIL_STORE,LOCKER,False,27,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-106832,ORD-504251,CUST-112280,SKU-KEY-1085,2025-08-20,2025-07-21,battery draining very fast,NO_FAULT_FOUND,STANDARD_RETURN,299.24,1,MARKETPLACE,IN_STORE_DROP,False,30,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-106833,ORD-546317,CUST-96317,SKU-SMA-1034,2025-04-10,2025-03-24,dropped phone on tile floor screen cracked,CUSTOMER_DAMAGE,STANDARD_RETURN,1002.99,1,MARKETPLACE,LOCKER,False,17,REJECTED,CUSTOMER_DAMAGE,CUSTOMER,NO,Customer,LOW,P4
RET-106834,ORD-574552,CUST-107822,SKU-SPE-1117,2025-10-03,2025-09-22,doesn't fit,OTHER,STANDARD_RETURN,999.11,1,MARKETPLACE,MAIL,False,11,PROCESSED,OTHER,UNKNOWN,YES,Customer,LOW,P4
RET-106835,ORD-558933,CUST-111736,SKU-SMA-1124,2025-06-17,2025-06-04,device stopped turning on after two weeks,SETUP_DIFFICULTY,WARRANTY,53.77,1,ONLINE,LOCKER,True,13,APPROVED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-106836,ORD-534384,CUST-110642,SKU-SMA-1136,2025-05-25,2025-05-14,headphones won't connect to my laptop,COMPATIBILITY_ISSUE,WARRANTY,520.72,1,RETAIL_STORE,MAIL,True,11,PENDING_INSPECTION,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-106837,ORD-532991,CUST-114136,SKU-MIC-1011,2025-03-16,2025-02-25,gl4ss b4ck p4n3l sh4tt3r3d in d3liv3ry,SHIPPING_DAMAGE,STANDARD_RETURN,900.21,1,ONLINE,MAIL,False,19,REJECTED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2
RET-106838,ORD-575869,CUST-92789,SKU-CAM-1129,2025-12-11,2025-11-23,wifi drops connection constantly,PRODUCT_DEFECT,STANDARD_RETURN,221.48,1,MARKETPLACE,MAIL,False,18,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-106839,ORD-532477,CUST-105624,SKU-POW-1141,2025-01-05,2024-12-14,wifi drops connection constantly,PRODUCT_DEFECT,STANDARD_RETURN,847.7,1,RETAIL_STORE,MAIL,False,22,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-106840,ORD-536899,CUST-134250,SKU-POW-1126,2025-01-01,2025-02-18,wrong size cable,COMPATIBILITY_ISSUE,WARRANTY,74.94,1,MARKETPLACE,LOCKER,True,25,REJECTED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-106841,ORD-528094,CUST-109737,SKU-KEY-1025,2025-05-24,2025-05-15,outer carton crushed during transit,SHIPPING_DAMAGE,WARRANTY,345.08,1,RETAIL_STORE,IN_STORE_DROP,True,9,REJECTED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2
RET-106842,ORD-552675,CUST-117811,SKU-MIC-1011,2025-05-02,2025-04-05,screen brightness too low for outdoor use,PERFORMANCE_EXPECTATION,STANDARD_RETURN,900.21,1,RETAIL_STORE,MAIL,False,27,PROCESSED,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4
RET-106843,ORD-521736,CUST-127096,SKU-HEA-1003,2025-03-18,2025-02-18,headphones won't connect to my laptop,COMPATIBILITY_ISSUE,WARRANTY,276.22,1,RETAIL_STORE,IN_STORE_DROP,True,28,PENDING_INSPECTION,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-106844,ORD-502910,CUST-109223,SKU-SMA-1136,2025-06-10,2025-05-25,bad product,OTHER,STANDARD_RETURN,520.72,1,MARKETPLACE,MAIL,False,16,APPROVED,OTHER,UNKNOWN,YES,Customer,LOW,P4
RET-106845,ORD-567705,CUST-120879,SKU-ROU-1134,2025-01-04,2024-12-17,outer carton crushed during transit,SHIPPING_DAMAGE,STANDARD_RETURN,132.53,1,RETAIL_STORE,IN_STORE_DROP,False,18,PENDING_INSPECTION,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2
RET-106846,ORD-561498,CUST-125219,SKU-SPE-1072,2025-12-05,2025-11-29,speaker produces loud static noise,PRODUCT_DEFECT,WARRANTY,396.93,1,ONLINE,IN_STORE_DROP,True,6,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-106847,ORD-572496,CUST-112198,SKU-TAB-1128,2025-11-25,2025-11-06,spilled coffee on keyboard,CUSTOMER_DAMAGE,STANDARD_RETURN,1185.22,1,RETAIL_STORE,MAIL,False,19,REJECTED,CUSTOMER_DAMAGE,CUSTOMER,NO,Customer,LOW,P4
RET-106848,ORD-548800,CUST-128760,SKU-KEY-1145,2025-09-06,2025-08-13,received wrong model version,LISTING_MISMATCH,WARRANTY,424.03,1,MARKETPLACE,MAIL,True,24,REJECTED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-106849,ORD-576876,CUST-91747,SKU-SMA-1076,2025-01-04,2024-12-20,dented casing upon opening package,SHIPPING_DAMAGE,STANDARD_RETURN,363.67,1,MARKETPLACE,IN_STORE_DROP,False,15,APPROVED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2
RET-106850,ORD-500989,CUST-117369,SKU-MIC-1131,2025-10-08,2025-10-04,expected usb c cable but not included,MISSING_ACCESSORY,STANDARD_RETURN,876.78,1,ONLINE,LOCKER,False,4,APPROVED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3
RET-106851,ORD-565157,CUST-121089,SKU-SMA-1004,2025-11-30,2025-11-15,left earbud stopped working,CUSTOMER_DAMAGE,STANDARD_RETURN,1149.3,1,ONLINE,IN_STORE_DROP,False,15,APPROVED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-106852,ORD-558464,CUST-110810,SKU-ROU-1119,2025-08-18,2025-08-11,device stopped turning on after two weeks,PRODUCT_DEFECT,STANDARD_RETURN,122.01,1,ONLINE,MAIL,False,7,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-106853,ORD-525881,CUST-134813,SKU-MIC-1146,2025-05-28,2025-05-07,internal plastic tray smashed,PACKAGING_ISSUE,STANDARD_RETURN,276.31,1,MARKETPLACE,LOCKER,False,21,PENDING_INSPECTION,PACKAGING_ISSUE,LOGISTICS,YES,Warehouse,LOW,P4
RET-106854,ORD-503621,CUST-112244,SKU-KEY-1070,2025-06-24,2025-06-06,headphones won't connect to my laptop,OTHER,STANDARD_RETURN,29.99,1,MARKETPLACE,LOCKER,False,18,PENDING_INSPECTION,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-106855,ORD-565230,CUST-109242,SKU-LAP-1137,2025-06-20,2025-05-31,speaker produces loud static noise,PRODUCT_DEFECT,STANDARD_RETURN,897.34,1,MARKETPLACE,LOCKER,False,20,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-106856,ORD-562178,CUST-134129,SKU-CHA-1020,2025-05-20,2025-04-20,battery expanded after 10 months,WARRANTY_FAILURE,WARRANTY,90.87,1,RETAIL_STORE,IN_STORE_DROP,True,30,REJECTED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P4
RET-106857,ORD-523192,CUST-94912,SKU-MIC-1131,2025-09-07,2025-08-12,battery draining very fast,PRODUCT_DEFECT,STANDARD_RETURN,876.78,1,MARKETPLACE,IN_STORE_DROP,False,26,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-106858,ORD-560963,CUST-109752,SKU-CHA-1125,2025-08-30,2025-08-17,bluetooth disconnecting every few minutes,SETUP_DIFFICULTY,STANDARD_RETURN,86.75,1,RETAIL_STORE,MAIL,False,13,PENDING_INSPECTION,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3
RET-106859,ORD-579669,CUST-99254,SKU-TAB-1038,2025-08-01,2025-07-05,battery life shorter than i hoped,PRODUCT_DEFECT,STANDARD_RETURN,1359.34,2,RETAIL_STORE,IN_STORE_DROP,False,27,APPROVED,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4
RET-106860,ORD-567557,CUST-139468,SKU-ROU-1029,2025-01-13,2025-01-07,power button got stuck,PRODUCT_DEFECT,STANDARD_RETURN,74.42,1,MARKETPLACE,LOCKER,False,6,PROCESSED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-106861,ORD-517502,CUST-93127,SKU-TVS-1007,2025-08-31,2025-08-01,device stopped turning on after two weeks,PRODUCT_DEFECT,STANDARD_RETURN,344.4,1,MARKETPLACE,IN_STORE_DROP,False,30,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-106862,ORD-520643,CUST-91572,SKU-LAP-1047,2025-03-29,2025-03-26,colour received is red not blue as listed,LISTING_MISMATCH,WARRANTY,893.2,2,MARKETPLACE,LOCKER,True,3,PROCESSED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-106863,ORD-568382,CUST-101478,SKU-GAM-1030,2025-04-05,2025-03-28,dropp3d phon3 on til3 floor scr33n cr4ck3d,CUSTOMER_DAMAGE,STANDARD_RETURN,720.12,1,RETAIL_STORE,LOCKER,False,8,PENDING_INSPECTION,CUSTOMER_DAMAGE,CUSTOMER,NO,Customer,LOW,P4
RET-106864,ORD-569196,CUST-128072,SKU-ROU-1134,2025-05-21,2025-05-05,expected usb c but received micro usb,LISTING_MISMATCH,STANDARD_RETURN,132.53,1,MARKETPLACE,LOCKER,False,16,PROCESSED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-106865,ORD-506623,CUST-105274,SKU-SPE-1042,2025-12-09,2025-11-23,screen keeps flickering,PRODUCT_DEFECT,WARRANTY,331.16,1,MARKETPLACE,LOCKER,True,16,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4
RET-106866,ORD-505436,CUST-133627,SKU-TAB-1038,2025-11-26,2025-11-14,no issue found works as expected,NO_FAULT_FOUND,STANDARD_RETURN,679.67,1,RETAIL_STORE,IN_STORE_DROP,False,12,APPROVED,NO_FAULT_FOUND,OPERATIONS,UNCERTAIN,Customer,LOW,P4
RET-106867,ORD-544614,CUST-116158,SKU-HEA-1078,2025-07-25,2025-07-01,c4m3r4 qu4lity is not 4s 4dv3rtis3d,LISTING_MISMATCH,STANDARD_RETURN,241.98,1,RETAIL_STORE,LOCKER,False,24,PENDING_INSPECTION,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-106868,ORD-515015,CUST-129267,SKU-ROU-1044,2025-01-06,2024-12-18,ordered wrong size by mistake,CUSTOMER_ORDER_ERROR,STANDARD_RETURN,775.16,1,RETAIL_STORE,LOCKER,False,19,APPROVED,CUSTOMER_ORDER_ERROR,CUSTOMER,NO,Customer,LOW,P4
RET-106869,ORD-507902,CUST-95674,SKU-CAB-1073,2025-04-12,2025-03-25,dented casing upon opening package,SHIPPING_DAMAGE,STANDARD_RETURN,413.63,1,MARKETPLACE,MAIL,False,18,PROCESSED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2
RET-106870,ORD-527314,CUST-100221,SKU-KEY-1070,2025-09-24,2025-08-25,screen brightness too low for outdoor use,CUSTOMER_ORDER_ERROR,STANDARD_RETURN,29.99,1,RETAIL_STORE,IN_STORE_DROP,False,30,REJECTED,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4
RET-106871,ORD-533195,CUST-129268,SKU-LAP-1062,2025-09-03,2025-08-09,colour received is red not blue as listed,MISSING_ACCESSORY,STANDARD_RETURN,1011.0,1,MARKETPLACE,LOCKER,False,25,PROCESSED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-106872,ORD-540091,CUST-99973,SKU-MIC-1116,2025-01-01,2025-11-08,confusing setup steps device won't pair,CUSTOMER_ORDER_ERROR,WARRANTY,900.76,1,ONLINE,IN_STORE_DROP,True,28,PROCESSED,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3
RET-106873,ORD-516110,CUST-115251,SKU-POW-1006,2025-07-20,2025-07-17,outer carton crushed during transit,SHIPPING_DAMAGE,STANDARD_RETURN,699.16,1,ONLINE,LOCKER,False,3,PENDING_INSPECTION,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2
RET-106874,ORD-566224,CUST-112449,SKU-TVS-1082,2025-06-27,2025-06-19,expected usb c cable but not included,MISSING_ACCESSORY,WARRANTY,115.94,1,MARKETPLACE,IN_STORE_DROP,True,8,PROCESSED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3
RET-106875,ORD-570710,CUST-100822,SKU-GAM-1075,2025-06-22,2025-06-02,product overheating during charging,PRODUCT_DEFECT,WARRANTY,593.96,1,MARKETPLACE,MAIL,True,20,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-106876,ORD-565386,CUST-102996,SKU-KEY-1055,2025-12-30,2025-12-04,router does not support mesh network,SETUP_DIFFICULTY,WARRANTY,1140.8,1,RETAIL_STORE,IN_STORE_DROP,True,26,REJECTED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-106877,ORD-515077,CUST-129132,SKU-CAB-1073,2025-08-10,2025-07-14,box damaged but product works,SHIPPING_DAMAGE,WARRANTY,413.63,1,ONLINE,MAIL,True,27,PENDING_INSPECTION,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2
RET-106878,ORD-556043,CUST-127160,SKU-MIC-1101,2025-12-26,2025-12-02,dented casing upon opening package,SHIPPING_DAMAGE,STANDARD_RETURN,554.58,1,ONLINE,LOCKER,False,24,APPROVED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2
RET-106879,ORD-548328,CUST-129974,SKU-CAB-1088,2025-01-01,2025-07-20,colour received is red not blue as listed,SHIPPING_DAMAGE,STANDARD_RETURN,720.13,1,ONLINE,LOCKER,False,9,APPROVED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-106880,ORD-532401,CUST-135422,SKU-SPE-1087,2025-12-18,2025-11-21,internal plastic tray smashed,PACKAGING_ISSUE,STANDARD_RETURN,518.79,1,ONLINE,LOCKER,False,27,APPROVED,PACKAGING_ISSUE,LOGISTICS,YES,Warehouse,LOW,P4
RET-106881,ORD-572802,CUST-119839,SKU-LAP-1077,2025-11-16,2025-10-28,not compatible with iphone,COMPATIBILITY_ISSUE,STANDARD_RETURN,431.9,1,RETAIL_STORE,IN_STORE_DROP,False,19,REJECTED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-106882,ORD-543380,CUST-123147,SKU-SMA-1019,2025-04-11,2025-04-04,wifi drops connection constantly,PRODUCT_DEFECT,STANDARD_RETURN,859.84,1,ONLINE,MAIL,False,7,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-106883,ORD-575451,CUST-104780,SKU-POW-1051,2025-01-01,2025-08-20,power button got stuck,PRODUCT_DEFECT,STANDARD_RETURN,625.81,1,MARKETPLACE,IN_STORE_DROP,False,24,PROCESSED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1
RET-106884,ORD-561710,CUST-102248,SKU-SMA-1106,2025-01-23,2025-01-20,works perfectly on test bench,NO_FAULT_FOUND,STANDARD_RETURN,1048.77,1,RETAIL_STORE,LOCKER,False,3,PENDING_INSPECTION,NO_FAULT_FOUND,OPERATIONS,UNCERTAIN,Customer,LOW,P4
RET-106885,ORD-579531,CUST-118640,SKU-MIC-1041,2025-09-20,2025-08-25,mounting screws missing,MISSING_ACCESSORY,STANDARD_RETURN,1039.56,1,RETAIL_STORE,LOCKER,False,26,REJECTED,MISSING_ACCESSORY,PRODUCT,YES,Supplier,MEDIUM,P3
RET-106886,ORD-545976,CUST-94673,SKU-SMA-1109,2025-01-21,2025-01-01,sound quality not as good as expected,PERFORMANCE_EXPECTATION,STANDARD_RETURN,737.25,1,MARKETPLACE,IN_STORE_DROP,False,20,REJECTED,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4
RET-106887,ORD-554364,CUST-93319,SKU-SMA-1136,2025-01-08,2024-12-23,colour received is red not blue as listed,LISTING_MISMATCH,STANDARD_RETURN,520.72,1,ONLINE,IN_STORE_DROP,False,16,APPROVED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-106888,ORD-535978,CUST-96171,SKU-TVS-1067,2025-12-16,2025-11-30,sound quality not as good as expected,PERFORMANCE_EXPECTATION,STANDARD_RETURN,213.83,1,ONLINE,LOCKER,False,16,APPROVED,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4
RET-106889,ORD-525946,CUST-104269,SKU-TAB-1053,2025-01-01,2025-09-20,h34dphon3s won't conn3ct to my l4ptop,COMPATIBILITY_ISSUE,STANDARD_RETURN,488.59,1,ONLINE,LOCKER,False,24,REJECTED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-106890,ORD-541678,CUST-114116,SKU-CAB-1043,2025-11-17,2025-10-29,received wrong model version,LISTING_MISMATCH,WARRANTY,279.16,1,MARKETPLACE,LOCKER,True,19,APPROVED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-106891,ORD-528074,CUST-132756,SKU-KEY-1070,2025-06-28,2025-06-17,received wrong model version,LISTING_MISMATCH,STANDARD_RETURN,29.99,1,RETAIL_STORE,IN_STORE_DROP,False,11,APPROVED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-106892,ORD-546993,CUST-119623,SKU-KEY-1010,2025-10-26,2025-10-23,cannot get software setup to complete,SETUP_DIFFICULTY,WARRANTY,266.96,1,ONLINE,LOCKER,True,3,APPROVED,SETUP_DIFFICULTY,CONTENT,YES,Customer Support,LOW,P3
RET-106893,ORD-518983,CUST-120028,SKU-SMA-1136,2025-01-28,2025-01-16,headphones won't connect to my laptop,COMPATIBILITY_ISSUE,STANDARD_RETURN,520.72,1,RETAIL_STORE,IN_STORE_DROP,False,12,REJECTED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2
RET-106894,ORD-569479,CUST-93576,SKU-HEA-1063,2025-05-18,2025-04-23,product does not match description,CUSTOMER_ORDER_ERROR,WARRANTY,1042.22,1,MARKETPLACE,IN_STORE_DROP,True,25,APPROVED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2
RET-106895,ORD-520212,CUST-91020,SKU-TVS-1097,2025-01-04,2024-12-25,dented casing upon opening package,SHIPPING_DAMAGE,STANDARD_RETURN,1190.82,1,ONLINE,IN_STORE_DROP,False,10,PENDING_INSPECTION,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2
