return_id,order_id,customer_id,sku,return_date,purchase_date,return_text,customer_selected_reason,return_type,refund_amount,quantity,store_channel,return_channel,warranty_claim,days_since_purchase,return_status,ground_truth_reason,root_cause_group,preventable,preventable_owner,severity,ground_truth_priority,product_name,brand,product_category,subcategory,model,price,warranty_months,launch_date,weight,colour,battery_capacity,connector_type,operating_system,compatibility,supplier_id,packaging_type,listing_title,listing_description,listed_compatibility,listed_accessories,listed_dimensions,listed_colour,listing_last_updated,content_quality_score,compatibility_information_present,installation_guide_present,image_accuracy_score,viewed_product_page,viewed_compatibility_guide,viewed_size_guide,viewed_manual,contacted_support,support_contact_count,attempted_troubleshooting,replacement_requested,refund_requested,days_before_contact,customer_action_notes,inspection_date,inspector_id,physical_damage,functional_test,missing_accessories,packaging_damage,water_damage,battery_health,compatibility_verified,fault_confirmed,inspection_notes,inspection_outcome,date,scenario,returns_received,staff_available,normal_staff_capacity,processing_capacity,average_processing_minutes,backlog_size,carrier_delay_hours,urgent_demand_index,inspection_capacity,system_status
RET-108163,ORD-542641,CUST-122951,SKU-HEA-1018,2025-09-07,2025-08-08,router does not support mesh network,COMPATIBILITY_ISSUE,WARRANTY,167.14,1,RETAIL_STORE,MAIL,True,30,APPROVED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2,VoltMax Headphone 118,VoltMax,Headphones,Headphones Standard,MOD-2018,167.14,36,2024-04-29,2.69,White,4000,Micro-USB,,Specific,SUP-106,Blister Pack,VoltMax Headphone 118 - High Performance,Official VoltMax Headphones with Micro-USB support.,iOS and Android,Device Only,16x9x4 cm,White,2024-06-20,0.59,True,False,0.63,True,False,True,True,False,1,False,False,True,0,Customer initiated return for COMPATIBILITY_ISSUE,2025-09-09,INSP-20,False,PASSED,False,False,False,97,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue,2025-09-07,NORMAL,46.0,29.0,30.0,60.0,13.0,16.0,1.0,1.0,60.0,HEALTHY
RET-100500,ORD-575236,CUST-135937,SKU-KEY-1100,2025-07-29,2025-07-15,left earbud stopped working,PRODUCT_DEFECT,WARRANTY,1040.33,1,ONLINE,MAIL,True,14,APPROVED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1,Zenith Keyboard 200,Zenith,Keyboards,Keyboards Standard,MOD-2100,1040.33,36,2023-10-03,1.79,White,0,Bluetooth,,iOS/Android,SUP-112,Reinforced Case,Zenith Keyboard 200 - High Performance,Official Zenith Keyboards with Bluetooth support.,iOS and Android,"Charger, User Manual, Cable",22x11x2 cm,White,2024-05-06,0.97,True,True,0.92,True,True,False,False,True,2,False,True,False,9,Customer initiated return for PRODUCT_DEFECT,2025-08-01,INSP-11,False,FAILED,False,False,False,86,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-07-29,NORMAL,54.0,26.0,30.0,60.0,18.0,5.0,0.9,1.0,60.0,HEALTHY
RET-102085,ORD-541695,CUST-92228,SKU-SMA-1106,2025-09-27,2025-09-21,realized i don't need this item,CUSTOMER_ORDER_ERROR,STANDARD_RETURN,1048.77,1,MARKETPLACE,MAIL,False,6,REJECTED,CUSTOMER_ORDER_ERROR,CUSTOMER,NO,Customer,LOW,P4,Zenith Smartphone 206,Zenith,Smartphones,Smartphones Standard,MOD-2106,1048.77,6,2023-11-13,3.76,Ocean Blue,5000,Lightning,iOS,Specific,SUP-101,Box,Zenith Smartphone 206 - High Performance,Official Zenith Smartphones with Lightning support.,iOS and Android,"Charger, User Manual, Cable",15x7x1 cm,Ocean Blue,2024-06-05,0.83,True,True,0.97,True,False,False,False,False,1,False,False,True,3,Customer initiated return for CUSTOMER_ORDER_ERROR,2025-09-29,INSP-11,False,PASSED,False,False,False,96,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce,2025-09-27,NORMAL,54.0,28.0,30.0,60.0,13.0,12.0,2.0,1.0,60.0,HEALTHY
RET-108585,ORD-524608,CUST-92059,SKU-ROU-1149,2025-08-29,2025-08-22,colour received is red not blue as listed,LISTING_MISMATCH,STANDARD_RETURN,1106.58,1,ONLINE,LOCKER,False,7,PENDING_INSPECTION,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2,Zenith Router 249,Zenith,Routers,Routers Standard,MOD-2149,1106.58,24,2023-10-22,2.91,Ocean Blue,0,Bluetooth,,iOS/Android,SUP-104,Box,Zenith Router 249 - High Performance,Official Zenith Routers with Bluetooth support.,iOS and Android,"Charger, User Manual, Cable",14x8x1 cm,Ocean Blue,2024-02-07,0.98,True,True,0.97,True,True,True,True,True,0,True,False,True,3,Customer initiated return for LISTING_MISMATCH,2025-09-01,INSP-19,False,PASSED,False,False,False,85,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-08-29,NORMAL,34.0,27.0,30.0,60.0,14.0,15.0,0.7,1.0,60.0,HEALTHY
RET-100943,ORD-536640,CUST-91328,SKU-POW-1036,2025-11-07,2025-10-23,stopped working after 8 months under warranty,PACKAGING_ISSUE,WARRANTY,512.52,2,ONLINE,IN_STORE_DROP,True,15,REJECTED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P4,OmniGear Power Bank 136,OmniGear,Power Banks,Power Banks Standard,MOD-2036,256.26,24,2023-09-16,4.54,Midnight Black,10000,Micro-USB,,Specific,SUP-101,Eco Carton,OmniGear Power Bank 136 - High Performance,Official OmniGear Power Banks with Micro-USB support.,See Description,"Charger, User Manual, Cable",10x10x2 cm,Midnight Black,2024-06-12,0.97,False,True,0.89,True,True,True,False,True,2,False,False,True,2,Customer initiated return for WARRANTY_FAILURE,2025-11-09,INSP-20,False,FAILED,False,False,False,97,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-11-07,DELIVERY_DELAY,51.0,26.0,30.0,60.0,16.0,27.0,40.0,1.0,60.0,DEGRADED
RET-104173,ORD-568079,CUST-133809,SKU-SMA-1001,2025-01-01,2025-08-05,motherboard short circuited,WARRANTY_FAILURE,WARRANTY,44.64,1,RETAIL_STORE,IN_STORE_DROP,True,20,REJECTED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4,SonicWave Smartphone 101,SonicWave,Smartphones,Smartphones Standard,MOD-2001,44.64,24,2023-05-06,3.73,White,2000,3.5mm Jack,iOS,Specific,SUP-101,Reinforced Case,SonicWave Smartphone 101 - High Performance,Official SonicWave Smartphones with 3.5mm Jack support.,iOS and Android,"Charger, User Manual, Cable",27x6x5 cm,White,2024-04-18,0.81,True,True,0.96,True,True,False,True,True,1,True,True,False,0,Customer initiated return for PRODUCT_DEFECT,2025-08-27,INSP-20,False,FAILED,False,False,False,92,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-01-01,NORMAL,30.0,30.0,30.0,60.0,14.0,12.0,0.8,1.0,60.0,HEALTHY
RET-104204,ORD-547269,CUST-126551,SKU-MIC-1071,2025-03-01,2025-02-04,charging port loose after half year,WARRANTY_FAILURE,WARRANTY,531.05,1,ONLINE,IN_STORE_DROP,True,25,PROCESSED,WARRANTY_FAILURE,PRODUCT,YES,Product Team,HIGH,P1,VoltMax Mice 171,VoltMax,Mice,Mice Standard,MOD-2071,531.05,24,2023-11-12,3.9,Ocean Blue,0,HDMI,,Specific,SUP-106,Reinforced Case,VoltMax Mice 171 - High Performance,Official VoltMax Mice with HDMI support.,iOS and Android,"Charger, User Manual, Cable",20x5x4 cm,Ocean Blue,2024-03-24,0.89,True,True,0.95,True,True,False,True,True,2,False,False,True,2,Customer initiated return for WARRANTY_FAILURE,2025-03-02,INSP-12,False,FAILED,False,False,False,91,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-03-01,NORMAL,59.0,25.0,30.0,60.0,12.0,18.0,1.7,1.0,60.0,HEALTHY
RET-100845,ORD-510191,CUST-125722,SKU-CAB-1103,2025-12-17,2025-11-22,c4m3r4 qu4lity is not as adv3rtis3d,LISTING_MISMATCH,STANDARD_RETURN,1158.32,1,ONLINE,IN_STORE_DROP,False,25,PENDING_INSPECTION,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2,Zenith Cable 203,Zenith,Cables,Cables Standard,MOD-2103,1158.32,12,2023-09-15,1.73,Midnight Black,0,HDMI,,Specific,SUP-113,Eco Carton,Zenith Cable 203 - High Performance,Official Zenith Cables with HDMI support.,iOS and Android,"Charger, User Manual, Cable",22x10x4 cm,Midnight Black,2024-05-18,0.93,True,True,0.98,True,True,True,True,False,2,False,False,True,5,Customer initiated return for LISTING_MISMATCH,2025-12-18,INSP-18,False,PASSED,False,False,False,91,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-12-17,NORMAL,40.0,28.0,30.0,60.0,16.0,19.0,0.7,1.0,60.0,HEALTHY
RET-107746,ORD-505703,CUST-100406,SKU-KEY-1040,2025-11-16,2025-10-24,wrong size cable,COMPATIBILITY_ISSUE,STANDARD_RETURN,823.25,1,RETAIL_STORE,IN_STORE_DROP,False,23,PENDING_INSPECTION,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2,PixelCraft Keyboard 140,PixelCraft,Keyboards,Keyboards Standard,MOD-2040,823.25,6,2023-07-01,4.43,Ocean Blue,0,HDMI,,Specific,SUP-109,Blister Pack,PixelCraft Keyboard 140 - High Performance,Official PixelCraft Keyboards with HDMI support.,iOS and Android,"Charger, User Manual, Cable",20x11x2 cm,Ocean Blue,2024-03-09,0.96,True,False,0.96,True,False,False,False,True,0,False,False,True,5,Customer initiated return for COMPATIBILITY_ISSUE,2025-11-17,INSP-15,False,PASSED,False,False,False,86,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue,2025-11-16,URGENT_DEMAND,130.0,29.0,30.0,70.0,25.0,125.0,3.3,2.48,70.0,HEALTHY
RET-106279,ORD-534784,CUST-94180,SKU-CAB-1043,2025-09-10,2025-08-30,product overheating during charging,PRODUCT_DEFECT,WARRANTY,279.16,1,MARKETPLACE,LOCKER,True,11,APPROVED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4,PixelCraft Cable 143,PixelCraft,Cables,Cables Standard,MOD-2043,279.16,12,2023-07-24,1.47,Midnight Black,0,Micro-USB,,Specific,SUP-112,Pouch,PixelCraft Cable 143 - High Performance,Official PixelCraft Cables with Micro-USB support.,iOS and Android,"Charger, User Manual, Cable",18x7x5 cm,Midnight Black,2024-03-08,0.97,True,False,0.98,True,True,True,False,True,2,True,True,False,4,Customer initiated return for PRODUCT_DEFECT,2025-09-13,INSP-18,False,FAILED,False,False,False,96,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-09-10,NORMAL,44.0,29.0,30.0,60.0,18.0,19.0,1.5,1.0,60.0,HEALTHY
RET-103070,ORD-504121,CUST-105176,SKU-CAB-1103,2025-01-13,2024-12-24,motherboard short circuited,PRODUCT_DEFECT,STANDARD_RETURN,1158.32,1,RETAIL_STORE,MAIL,False,20,PROCESSED,PRODUCT_DEFECT,PRODUCT,YES,Product Team,CRITICAL,P1,Zenith Cable 203,Zenith,Cables,Cables Standard,MOD-2103,1158.32,12,2023-09-15,1.73,Midnight Black,0,HDMI,,Specific,SUP-113,Eco Carton,Zenith Cable 203 - High Performance,Official Zenith Cables with HDMI support.,iOS and Android,"Charger, User Manual, Cable",22x10x4 cm,Midnight Black,2024-05-18,0.93,True,True,0.98,True,False,True,False,True,1,True,True,False,9,Customer initiated return for PRODUCT_DEFECT,2025-01-16,INSP-20,False,FAILED,False,False,False,85,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-01-13,DELIVERY_DELAY,71.0,30.0,30.0,60.0,16.0,39.0,34.9,1.0,60.0,DEGRADED
RET-109845,ORD-515826,CUST-117858,SKU-TAB-1023,2025-06-08,2025-05-18,keyboard won't pair with mac os,COMPATIBILITY_ISSUE,STANDARD_RETURN,434.84,1,MARKETPLACE,LOCKER,False,21,REJECTED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2,UltraLink Tablet 123,UltraLink,Tablets,Tablets Standard,MOD-2023,434.84,36,2023-08-28,3.3,Midnight Black,2000,3.5mm Jack,Android,Specific,SUP-100,Eco Carton,UltraLink Tablet 123 - High Performance,Official UltraLink Tablets with 3.5mm Jack support.,See Description,"Charger, User Manual, Cable",13x8x2 cm,Midnight Black,2024-02-18,1.0,False,True,0.9,True,False,False,False,False,0,False,False,True,4,Customer initiated return for COMPATIBILITY_ISSUE,2025-06-11,INSP-15,False,PASSED,False,False,False,98,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue,2025-06-08,NORMAL,30.0,29.0,30.0,60.0,15.0,7.0,0.8,1.0,60.0,HEALTHY
RET-101388,ORD-521420,CUST-118959,SKU-CAB-1043,2025-08-22,2025-07-31,camera quality is not as advertised,LISTING_MISMATCH,STANDARD_RETURN,279.16,1,ONLINE,MAIL,False,22,PROCESSED,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2,PixelCraft Cable 143,PixelCraft,Cables,Cables Standard,MOD-2043,279.16,12,2023-07-24,1.47,Midnight Black,0,Micro-USB,,Specific,SUP-112,Pouch,PixelCraft Cable 143 - High Performance,Official PixelCraft Cables with Micro-USB support.,iOS and Android,"Charger, User Manual, Cable",18x7x5 cm,Midnight Black,2024-03-08,0.97,True,False,0.98,True,True,False,True,False,0,True,False,True,8,Customer initiated return for LISTING_MISMATCH,2025-08-25,INSP-20,False,PASSED,False,False,False,85,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce,2025-08-22,NORMAL,42.0,28.0,30.0,60.0,15.0,15.0,0.7,1.0,60.0,HEALTHY
RET-109537,ORD-515131,CUST-128794,SKU-CAB-1088,2025-02-08,2025-01-31,box damaged but product works,WARRANTY_FAILURE,STANDARD_RETURN,720.13,1,ONLINE,MAIL,False,8,PROCESSED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2,NexusCore Cable 188,NexusCore,Cables,Cables Standard,MOD-2088,720.13,24,2023-08-13,2.4,Space Gray,0,USB-C,,Universal,SUP-111,Eco Carton,NexusCore Cable 188 - High Performance,Official NexusCore Cables with USB-C support.,iOS and Android,"Charger, User Manual, Cable",28x14x1 cm,Space Gray,2024-06-21,0.95,True,False,0.88,True,True,False,False,False,2,False,True,False,4,Customer initiated return for SHIPPING_DAMAGE,2025-02-11,INSP-19,True,PASSED,False,True,False,87,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage,2025-02-08,NORMAL,57.0,30.0,30.0,60.0,12.0,8.0,0.6,1.0,60.0,HEALTHY
RET-101203,ORD-519452,CUST-125465,SKU-POW-1111,2025-07-05,2025-06-10,not compatible with iphone,COMPATIBILITY_ISSUE,STANDARD_RETURN,1135.1,1,ONLINE,MAIL,False,25,PROCESSED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2,Zenith Power Bank 211,Zenith,Power Banks,Power Banks Standard,MOD-2111,1135.1,24,2023-11-24,1.33,Space Gray,10000,3.5mm Jack,,Specific,SUP-103,Eco Carton,Zenith Power Bank 211 - High Performance,Official Zenith Power Banks with 3.5mm Jack support.,iOS and Android,"Charger, User Manual, Cable",17x14x3 cm,Space Gray,2024-02-26,0.57,True,True,0.67,True,False,True,True,True,2,True,False,True,9,Customer initiated return for COMPATIBILITY_ISSUE,2025-07-07,INSP-11,False,PASSED,False,False,False,85,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue,2025-07-05,NORMAL,38.0,25.0,30.0,60.0,16.0,6.0,1.9,1.0,60.0,HEALTHY
RET-103081,ORD-515738,CUST-133415,SKU-TVS-1067,2025-03-20,2025-03-01,box damaged but product works,SHIPPING_DAMAGE,WARRANTY,213.83,1,MARKETPLACE,IN_STORE_DROP,True,19,PENDING_INSPECTION,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2,OmniGear TV 167,OmniGear,TVs,TVs Standard,MOD-2067,213.83,6,2024-02-03,4.83,Midnight Black,0,Lightning,,Specific,SUP-109,Box,OmniGear TV 167 - High Performance,Official OmniGear TVs with Lightning support.,iOS and Android,"Charger, User Manual, Cable",13x14x1 cm,Midnight Black,2024-03-29,0.85,True,True,0.95,True,False,True,True,False,2,False,True,False,8,Customer initiated return for SHIPPING_DAMAGE,2025-03-23,INSP-18,True,PASSED,False,True,False,98,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage,2025-03-20,URGENT_DEMAND,122.0,30.0,30.0,70.0,30.0,112.0,4.0,2.05,70.0,HEALTHY
RET-110043,ORD-501194,CUST-106804,SKU-ROU-1089,2025-12-09,2025-12-05,ordered wrong size by mistake,PACKAGING_ISSUE,STANDARD_RETURN,608.06,1,RETAIL_STORE,IN_STORE_DROP,False,4,PROCESSED,CUSTOMER_ORDER_ERROR,CUSTOMER,NO,Customer,LOW,P4,NexusCore Router 189,NexusCore,Routers,Routers Standard,MOD-2089,608.06,36,2023-08-13,3.03,Ocean Blue,0,USB-C,,Universal,SUP-111,Pouch,NexusCore Router 189 - High Performance,Official NexusCore Routers with USB-C support.,iOS and Android,"Charger, User Manual, Cable",24x9x2 cm,Ocean Blue,2024-05-29,0.92,True,False,0.93,True,True,False,False,True,0,False,False,True,1,Customer initiated return for CUSTOMER_ORDER_ERROR,2025-12-10,INSP-11,False,PASSED,False,False,False,100,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-12-09,NORMAL,44.0,26.0,30.0,60.0,13.0,16.0,0.6,1.0,60.0,HEALTHY
RET-106163,ORD-508286,CUST-110446,SKU-CAM-1084,2025-12-26,2025-12-08,outer carton crushed during transit,NO_FAULT_FOUND,STANDARD_RETURN,737.41,1,ONLINE,MAIL,False,18,PROCESSED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2,AeroTech Camera 184,AeroTech,Cameras,Cameras Standard,MOD-2084,737.41,6,2024-04-30,3.17,Space Gray,0,Lightning,,Specific,SUP-110,Box,AeroTech Camera 184 - High Performance,Official AeroTech Cameras with Lightning support.,See Description,"Charger, User Manual, Cable",24x6x2 cm,Space Gray,2024-03-08,0.89,False,True,0.89,True,False,False,False,True,0,True,True,False,9,Customer initiated return for SHIPPING_DAMAGE,2025-12-27,INSP-15,True,PASSED,False,True,False,92,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage,2025-12-26,NORMAL,43.0,26.0,30.0,60.0,15.0,11.0,1.1,1.0,60.0,HEALTHY
RET-106092,ORD-521527,CUST-123444,SKU-POW-1096,2025-04-02,2025-03-05,realized i don't need this item,SHIPPING_DAMAGE,WARRANTY,49.21,1,MARKETPLACE,LOCKER,True,28,PROCESSED,CUSTOMER_ORDER_ERROR,CUSTOMER,NO,Customer,LOW,P4,SonicWave Power Bank 196,SonicWave,Power Banks,Power Banks Standard,MOD-2096,49.21,12,2023-12-30,2.8,White,4000,Micro-USB,,Specific,SUP-106,Box,SonicWave Power Bank 196 - High Performance,Official SonicWave Power Banks with Micro-USB support.,iOS and Android,"Charger, User Manual, Cable",25x8x4 cm,White,2024-05-21,0.86,True,True,0.92,True,True,False,False,False,1,False,False,True,5,Customer initiated return for CUSTOMER_ORDER_ERROR,2025-04-05,INSP-17,False,PASSED,False,False,False,86,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-04-02,NORMAL,58.0,26.0,30.0,60.0,17.0,20.0,1.2,1.0,60.0,HEALTHY
RET-110680,ORD-573114,CUST-96454,SKU-TVS-1052,2025-02-07,2025-01-11,speaker produces loud static noise,PRODUCT_DEFECT,STANDARD_RETURN,305.14,1,RETAIL_STORE,IN_STORE_DROP,False,27,PENDING_INSPECTION,PRODUCT_DEFECT,PRODUCT,YES,Product Team,HIGH,P4,AeroTech TV 152,AeroTech,TVs,TVs Standard,MOD-2052,305.14,36,2023-11-09,2.33,White,0,USB-C,,Universal,SUP-103,Eco Carton,AeroTech TV 152 - High Performance,Official AeroTech TVs with USB-C support.,iOS and Android,"Charger, User Manual, Cable",13x11x2 cm,White,2024-02-15,0.88,True,False,0.95,True,True,False,True,True,0,True,True,False,6,Customer initiated return for PRODUCT_DEFECT,2025-02-08,INSP-12,False,FAILED,False,False,False,99,True,True,Inspection completed. Outcome: Confirmed Defect,Confirmed Defect,2025-02-07,NORMAL,33.0,25.0,30.0,60.0,17.0,18.0,1.0,1.0,60.0,HEALTHY
RET-110045,ORD-509919,CUST-119099,SKU-SPE-1012,2025-01-09,2024-12-16,screen brightness too low for outdoor use,PERFORMANCE_EXPECTATION,STANDARD_RETURN,122.73,1,ONLINE,LOCKER,False,24,APPROVED,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4,Zenith Speaker 112,Zenith,Speakers,Speakers Standard,MOD-2012,122.73,6,2024-03-16,3.17,Ocean Blue,2000,Lightning,,Specific,SUP-109,Box,Zenith Speaker 112 - High Performance,Official Zenith Speakers with Lightning support.,iOS and Android,"Charger, User Manual, Cable",29x6x4 cm,Ocean Blue,2024-04-07,0.97,True,False,0.95,True,True,False,True,True,1,False,False,True,0,Customer initiated return for PERFORMANCE_EXPECTATION,2025-01-12,INSP-12,False,PASSED,False,False,False,95,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-01-09,CAPACITY_LOSS,59.0,18.0,30.0,35.0,36.0,76.0,1.6,1.0,35.0,DEGRADED
RET-111871,ORD-542295,CUST-123019,SKU-SPE-1102,2025-01-01,2025-05-24,product does not match description,LISTING_MISMATCH,STANDARD_RETURN,1029.38,1,RETAIL_STORE,MAIL,False,11,PENDING_INSPECTION,LISTING_MISMATCH,CONTENT,YES,Content Team,HIGH,P2,PixelCraft Speaker 202,PixelCraft,Speakers,Speakers Standard,MOD-2102,1029.38,36,2023-01-23,2.42,Ocean Blue,5000,3.5mm Jack,,Specific,SUP-106,Blister Pack,PixelCraft Speaker 202 - High Performance,Official PixelCraft Speakers with 3.5mm Jack support.,See Description,"Charger, User Manual, Cable",25x9x3 cm,Ocean Blue,2024-06-08,0.42,False,True,0.45,True,False,True,True,False,2,True,False,True,4,Customer initiated return for LISTING_MISMATCH,2025-06-05,INSP-18,False,PASSED,False,False,False,100,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce,2025-01-01,NORMAL,30.0,30.0,30.0,60.0,14.0,12.0,0.8,1.0,60.0,HEALTHY
RET-106319,ORD-565591,CUST-93445,SKU-SMA-1001,2025-01-01,2025-08-25,internal plastic tray smashed,CUSTOMER_DAMAGE,STANDARD_RETURN,44.64,1,RETAIL_STORE,MAIL,False,18,APPROVED,PACKAGING_ISSUE,LOGISTICS,YES,Warehouse,LOW,P4,SonicWave Smartphone 101,SonicWave,Smartphones,Smartphones Standard,MOD-2001,44.64,24,2023-05-06,3.73,White,2000,3.5mm Jack,iOS,Specific,SUP-101,Reinforced Case,SonicWave Smartphone 101 - High Performance,Official SonicWave Smartphones with 3.5mm Jack support.,iOS and Android,"Charger, User Manual, Cable",27x6x5 cm,White,2024-04-18,0.81,True,True,0.96,True,True,True,True,True,0,True,False,True,5,Customer initiated return for PACKAGING_ISSUE,2025-09-15,INSP-15,False,PASSED,False,True,False,88,True,False,Inspection completed. Outcome: Unable to Reproduce,Unable to Reproduce,2025-01-01,NORMAL,30.0,30.0,30.0,60.0,14.0,12.0,0.8,1.0,60.0,HEALTHY
RET-108502,ORD-559849,CUST-121820,SKU-ROU-1134,2025-08-25,2025-07-27,outer carton crushed during transit,SHIPPING_DAMAGE,WARRANTY,132.53,1,MARKETPLACE,IN_STORE_DROP,True,29,PROCESSED,SHIPPING_DAMAGE,LOGISTICS,YES,Logistics,MEDIUM,P2,UltraLink Router 234,UltraLink,Routers,Routers Standard,MOD-2134,132.53,6,2024-03-12,3.29,White,0,3.5mm Jack,,Specific,SUP-111,Blister Pack,UltraLink Router 234 - High Performance,Official UltraLink Routers with 3.5mm Jack support.,See Description,"Charger, User Manual, Cable",27x10x1 cm,White,2024-04-15,0.87,False,False,0.99,True,False,False,True,False,0,True,True,False,3,Customer initiated return for SHIPPING_DAMAGE,2025-08-26,INSP-20,True,PASSED,False,True,False,88,True,True,Inspection completed. Outcome: Shipping Damage,Shipping Damage,2025-08-25,NORMAL,45.0,29.0,30.0,60.0,15.0,18.0,0.9,1.0,60.0,HEALTHY
RET-102910,ORD-539113,CUST-101067,SKU-SMA-1001,2025-06-27,2025-06-24,headphones won't connect to my laptop,SETUP_DIFFICULTY,STANDARD_RETURN,44.64,1,ONLINE,LOCKER,False,3,PROCESSED,COMPATIBILITY_ISSUE,CONTENT,YES,Content Team,MEDIUM,P2,SonicWave Smartphone 101,SonicWave,Smartphones,Smartphones Standard,MOD-2001,44.64,24,2023-05-06,3.73,White,2000,3.5mm Jack,iOS,Specific,SUP-101,Reinforced Case,SonicWave Smartphone 101 - High Performance,Official SonicWave Smartphones with 3.5mm Jack support.,iOS and Android,"Charger, User Manual, Cable",27x6x5 cm,White,2024-04-18,0.81,True,True,0.96,True,False,False,False,True,2,True,False,True,0,Customer initiated return for COMPATIBILITY_ISSUE,2025-06-29,INSP-13,False,PASSED,False,False,False,86,False,False,Inspection completed. Outcome: Compatibility Issue,Compatibility Issue,2025-06-27,NORMAL,34.0,26.0,30.0,60.0,16.0,18.0,1.3,1.0,60.0,HEALTHY
RET-100686,ORD-543814,CUST-123570,SKU-CHA-1020,2025-08-20,2025-08-17,screen brightness too low for outdoor use,PERFORMANCE_EXPECTATION,STANDARD_RETURN,90.87,1,ONLINE,IN_STORE_DROP,False,3,REJECTED,PERFORMANCE_EXPECTATION,CONTENT,YES,Content Team,LOW,P4,PixelCraft Charger 120,PixelCraft,Chargers,Chargers Standard,MOD-2020,90.87,6,2023-10-29,1.23,Silver,0,HDMI,,Specific,SUP-100,Box,PixelCraft Charger 120 - High Performance,Official PixelCraft Chargers with HDMI support.,See Description,"Charger, User Manual, Cable",11x10x1 cm,Silver,2024-05-11,0.84,False,True,0.88,True,True,True,True,False,1,True,False,True,0,Customer initiated return for PERFORMANCE_EXPECTATION,2025-08-21,INSP-12,False,PASSED,False,False,False,85,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-08-20,NORMAL,40.0,27.0,30.0,60.0,12.0,10.0,1.8,1.0,60.0,HEALTHY
RET-100985,ORD-530480,CUST-104667,SKU-POW-1126,2025-11-15,2025-10-17,packaging torn open,PACKAGING_ISSUE,WARRANTY,74.94,1,ONLINE,IN_STORE_DROP,True,29,APPROVED,PACKAGING_ISSUE,LOGISTICS,YES,Warehouse,LOW,P4,AeroTech Power Bank 226,AeroTech,Power Banks,Power Banks Standard,MOD-2126,74.94,24,2023-05-05,1.11,White,4000,HDMI,,Specific,SUP-103,Reinforced Case,AeroTech Power Bank 226 - High Performance,Official AeroTech Power Banks with HDMI support.,iOS and Android,"Charger, User Manual, Cable",17x14x3 cm,White,2024-01-05,0.83,True,False,0.85,True,True,False,False,False,1,True,False,True,6,Customer initiated return for PACKAGING_ISSUE,2025-11-17,INSP-12,False,PASSED,False,True,False,90,True,False,Inspection completed. Outcome: No Fault Found,No Fault Found,2025-11-15,NORMAL,47.0,27.0,30.0,60.0,14.0,10.0,1.6,1.0,60.0,HEALTHY
